Note	Frequency (50815 in total)
(exactly	2
(g2e)	2
(gotta	2
(guess	2
(hopefully	2
(hopefully)	2
(if	2
(kimbi	2
(known	2
(lol	2
(lotem	2
(nice)	2
(priority)	2
(surely	2
(suuuuuper	2
(ugh)	2
*throw	2
*with	2
....	2
.........	2
...?	2
...[cm]?	2
...f?	2
1-for-1	2
234	2
4)	2
4]	2
4s	2
5s>>>	2
7	2
95%	2
:sob:	2
;)	2
;d	2
=d	2
@	2
[!5]	2
[1	2
[12]	2
[4]pp	2
[a1]	2
[a5]?	2
[b2	2
[b3]!	2
[b3]>>>	2
[b4]!	2
[b4]>>>	2
[b4]?	2
[b]	2
[b]23	2
[cm]'d?	2
[cm].....?	2
[cm]]	2
[cm]ish	2
[f]'d	2
[f]>	2
[f]???	2
[fix]?	2
[g1]>>>	2
[g2]>>>	2
[g4]!	2
[g]?	2
[gd]'d?	2
[i3	2
[i5]?	2
[i]	2
[k2]	2
[k2]?	2
[k3]	2
[k4]?	2
[l3]	2
[m3	2
[m4]?	2
[m5]?	2
[m]	2
[n1]?	2
[n2]?	2
[n3]!!!	2
[o2]	2
[o4	2
[o5]	2
[p2]>>>	2
[p2]?	2
[r34]	2
[r3]>>>	2
[r4	2
[r4]!	2
[t4	2
[u1]	2
[u4	2
[u45]	2
[unclued]	2
[y1]>>>	2
[y2	2
[y3	2
[y4	2
[y4]?	2
[y5	2
[y]?	2
]	2
a1	2
aaaaah	2
aaaahhhhh	2
aaahhhh	2
absurd	2
adrone's	2
advance	2
ag	2
aggressive	2
ah	2
ahead	2
ambiguous	2
anti	2
around	2
asaelr	2
available	2
awesome	2
awful	2
awfully	2
b2)	2
b24	2
b2>	2
b2>>>>	2
b35	2
b3>	2
b3>>>	2
b4>	2
ba	2
badly	2
believing	2
best	2
billion	2
blocked	2
bluff)	2
booooooooo	2
bottom	2
br5	2
bubblegum	2
c23	2
cackling	2
chose	2
city	2
clears	2
close	2
clue)	2
cm'd!	2
cm'ing?	2
cming	2
cms	2
coming	2
consider	2
convince	2
couldn't	2
crazy	2
crying	2
ctrl	2
damn	2
danger	2
dare	2
day	2
dd	2
deck	2
definitively	2
demonstrate	2
demonstrated	2
dicey	2
die	2
dirty	2
discharged	2
dr	2
du[p]e	2
duh	2
duped	2
duper	2
earlier	2
eating	2
eff	2
ens>>>	2
entire	2
everything	2
expected	2
f'd!	2
f'd?	2
far	2
figured	2
filthy	2
fishcat	2
five	2
fixes	2
forward	2
fully	2
further	2
g12	2
g1?>	2
g1]?	2
g2]	2
g3?>	2
g45	2
g4sn	2
g5>	2
g5?>	2
games	2
given	2
gm4	2
gp2	2
gr3	2
guess?)	2
half	2
hanabi+	2
happy	2
he'd've	2
heart	2
heeeeeey	2
hello	2
helped	2
helpful	2
her	2
hit	2
hmmmmmmmm	2
hole*	2
honzas	2
i'd've	2
i1]	2
i23	2
ignore	2
ik	2
immediately	2
indolent	2
insane	2
instruction	2
inversion	2
ish	2
it'll	2
iw3	2
junk	2
k23	2
k3>	2
keeps	2
kiss	2
kru	2
l9	2
lafayettex	2
layered)	2
lh	2
lhs'd	2
liar	2
lives	2
loads	2
lock	2
lol)	2
longer	2
loooool	2
looooooool	2
lord	2
louie	2
low	2
lucky	2
m1>>>	2
m1]	2
m2)	2
m21sn	2
m5]	2
marks	2
markus	2
masn	2
match	2
matter	2
melwen	2
mention	2
minutes	2
miracle	2
misunderstood	2
moved	2
must've	2
mystified	2
n245	2
n45	2
n5>>>	2
navy	2
neither	2
nooooooooo	2
note	2
o1>>>	2
o2]	2
o34	2
obvious	2
occur	2
of)	2
ol'	2
one's	2
oooh	2
oops	2
opportunity	2
our	2
p4sn	2
pace	2
page	2
part	2
paying	2
perfect	2
place	2
planning	2
play)	2
plus	2
pm2	2
po	2
pops	2
population	2
pp	2
practice	2
pre-cm	2
premature)	2
prio'd?	2
probable	2
promise	2
quack	2
question	2
quick	2
r2>>>	2
r2]	2
r3)	2
r3>	2
r3>>>	2
r3sn	2
r4)	2
r5>	2
r]	2
rad	2
rainbow	2
rb1e	2
rbg	2
red)	2
reeeeally	2
reflecting	2
regretted	2
remember	2
respect	2
respond	2
reversed	2
rg5	2
ri1	2
rm	2
ruin	2
rw	2
ry3	2
s2e	2
sacrifice	2
said	2
scary	2
scbing	2
seat	2
sec	2
seem	2
sees	2
set	2
setting	2
setup	2
shenanigans	2
similar	2
sin_faith	2
sky	2
slightest	2
smart	2
sneaky	2
sooner	2
spectators	2
spooooooooooooooooked	2
stalling	2
starts	2
stephen	2
stopped	2
stroke	2
strongly	2
suspicious	2
suuuuuuuper	2
t11	2
t17	2
t23	2
t26	2
t2]	2
t34	2
t53:	2
t57:	2
t58:	2
t61:	2
t62:	2
t64:	2
taking	2
telling	2
tells	2
terminate	2
tg5	2
think?)	2
this)	2
those	2
thoughts	2
til	2
times	2
touched	2
transfer	2
trash*	2
u2e>>>	2
u34	2
u5]	2
uhhh	2
unknown	2
unlock	2
upset	2
utd	2
utp	2
uuuugggghhh	2
uuuuhhhhh	2
v	2
valetta's	2
w/p	2
w5]	2
we've	2
weak)	2
wg	2
whatever	2
whoops)	2
wild	2
willing	2
wish	2
without	2
wm1	2
wondering	2
woooooo	2
wooooooo	2
wr2e	2
xmil	2
y2>>>	2
y2]	2
y3?>>>	2
yk	2
ym[1]	2
yourself	2
yr	2
z	2
♥️	2
🎉	2
🎶	2
🎹👻's	2
🐠	2
🔮	2
😢	2
😱	2
🙄	2
🚫💚🚫	2
!	1
!!ry!!	1
!124	1
!25	1
!br	1
!gk	1
!op	1
!pby	1
!pg	1
!pgm	1
!py	1
!ra	1
!u5	1
!w]	1
!wb	1
!yo	1
#gonebutnotforgotten	1
#jokez	1
#lessgo	1
#neverforget	1
#nolie	1
#noregrets	1
#playlikeachampion	1
#ripi3	1
#spookz	1
#welovedarks	1
(!y)	1
(1?)	1
(2)	1
(3	1
(4	1
(5)	1
(<<<	1
(artificial	1
(assuming	1
(b1	1
(b2	1
(b3)	1
(basically	1
(bet	1
(bravely)	1
(chop	1
(definitely)	1
(fair)	1
(gross)	1
(i'm	1
(in	1
(is	1
(it	1
(kind	1
(looks	1
(lpc)	1
(m3	1
(must	1
(neat!)	1
(never	1
(nice	1
(no	1
(null	1
(obviously	1
(oop)	1
(phew)	1
(piano	1
(possible	1
(pp)	1
(presumedly?)	1
(roar)	1
(scream)	1
(sorry	1
(super	1
(sure	1
(sweet	1
(swineherd	1
(t11)	1
(t2)?	1
(that	1
(that's	1
(the	1
(this	1
(w!)	1
(waiting	1
(was	1
(weirdly)	1
(what	1
(with	1
(would	1
(y2	1
(yet)	1
(you	1
)>	1
*didn't*	1
*god*	1
*have*	1
*i'm*	1
