Players	Avg eff	Num of games
HelanaAshryvr, Lanvin, newsun	1.36	1
HelanaAshryvr, ReaverSe, Romain672	1.36	1
HelanaAshryvr, katian, sin_faith, TimeHoodie	1.36	1
IAMJEFF, Jake_Stiles, James, micerang	1.36	1
IAMJEFF, Jake_Stiles, Libster, Razvogor	1.36	1
IAMJEFF, James, pikachuuu	1.36	1
IAMJEFF, kimbifille, Lanvin, RaKXeR	1.36	1
Kyle, Lanvin, pianoblook, rz	1.36	1
Lanvin, newduke, ReaverSe, scharkbite	1.36	1
Pablo-, sephiroth, TheDaniMan	1.36	1
aitch2, ChristopheAF, Lanvin, ReaverSe	1.36	1
aitch2, oneplusone, ReaverSe	1.36	1
angel-a, chriswck, Hapotata, MarkusKahlsen, Wittvector	1.36	1
arv, frosty104, newduke, Nitrate2	1.36	1
arv, posij118, yuto	1.36	1
asaelr, Lel0uch, orucsoraihc	1.36	1
asaelr, bjnh, wolfpack	1.36	1
asaelr, eliclax, newduke	1.36	1
asaelr, maxeymo, newduke, Sturm	1.36	1
color vs rank, Libster, sjdrodge	1.36	1
craborac, darnley, kunyavskiy, nkkarpov	1.36	1
craborac, nkkarpov, SergeyMelnikov	1.36	1
darnley, DarthGandalf, kunyavskiy	1.36	1
darnley, nkkarpov, SergeyMelnikov	1.36	1
derekcheah, Lilliana, TimeHoodie, will.i.am	1.36	1
dobi, HelanaAshryvr, Lanvin	1.36	1
dobi, HelanaAshryvr, wump	1.36	1
dobi, IsabeltheCat, newduke	1.36	1
dobi, eliclax, mestrepoke, newduke	1.36	1
dramos, mystus, newduke	1.36	1
elamate90, hallmark, Sturm	1.36	1
eliclax, Lanvin, MangoPie, MarkusKahlsen, MKQ	1.36	1
eliclax, MangoPie, Sturm, TimeHoodie	1.36	1
indego, Lel0uch, squirrel1988	1.36	1
kimbifille, TimeHoodie, Yuto11	1.36	1
kinkajusrevenge, omegaxis, posij118, yuto	1.36	1
A_Tibbical_Day, thejazzagent, voss	1.34	5
darnley, kunyavskiy, nkkarpov	1.34	3
dobi, newduke, Onen	1.34	2
Animex52, aquarelle, boba	1.33	3
Dr_Kakashi, kimbifille, scharkbite	1.33	1
Etherealz, Fey, postmans, SushiGirl	1.33	1
HelanaAshryvr, Lanvin, melwen	1.33	1
HelanaAshryvr, MarkusKahlsen, micerang	1.33	1
HelanaAshryvr, scharkbite, wump	1.33	1
ace201, jeff10, Lanvin, NumerateClutter	1.33	1
aquarelle, HelanaAshryvr, Lanvin	1.33	1
archi42, McPhisto2051, MKQ	1.33	1
arv, catula, Lanvin, yuto	1.33	1
newduke, omegaxis, Utopia	1.33	1
4head, Andreasz, newduke	1.32	1
4head, CaitlinSmith, louietyj	1.32	1
Amy2, VerySloppyTwo, wump	1.32	1
Amy2, antitelharsic, catula, derekcheah	1.32	1
Amy2, sin_faith, VerySloppyTwo	1.32	1
Andreasz, Bonja97, joano580	1.32	1
BalloonHail, impostor, JerryYang	1.32	1
BlueNovember, kappatosity, wshull	1.32	1
Bot-Fiora, newduke, newsun	1.32	1
CIken, McPhisto2051, MKQ	1.32	2
Cadenza, gsherm, scharkbite	1.32	1
CaitlinSmith, indego, ricardodd	1.32	1
ChristopheAF, possum, wump	1.32	1
ChristopheAF, rahsosprout, robense	1.32	1
Cocorifle, ReaverSe, will.i.am	1.32	1
DMoney, Dr_Kakashi, kimbifille, scharkbite	1.32	1
DMoney, IAMJEFF, Kyle, Sucubis	1.32	1
DMoney, MarkusKahlsen, TimeHoodie	1.32	1
DMoney, frosty104, Sturm	1.32	1
DaBeast, newduke, Onen	1.32	1
DarthGandalf, dramos, IsabeltheCat	1.32	1
Dr_Kakashi, Kyle, Sucubis	1.32	1
Dr_Kakashi, invarse, Livia	1.32	1
Durandal, MalachiteMoa, mystus	1.32	1
Fedorov, geor1983, melwen	1.32	1
Fey, MarkusKahlsen, TimeHoodie	1.32	1
Fey, kimbifille, kooolant, padi	1.32	1
Fireheart, James, kimbifille	1.32	1
Fireheart, jeep, sankala fan, Valetta6789	1.32	1
Floriman, MarkusKahlsen, rachyrules	1.32	1
Guolin, joano580, omegaxis	1.32	1
HelanaAshryvr, kappatosity, Tailz	1.32	1
HelanaAshryvr, kimbifille, scharkbite	1.32	1
Lanvin, MarkusKahlsen, Pimak	1.32	1
Lanvin, rahsosprout, robense	1.32	1
MarkusKahlsen, newduke, newsun	1.32	1
MarkusKahlsen, plus, swineherd	1.32	1
Nitrate2, Puzzle, TheDaniMan, will.i.am	1.32	1
Nitrate2, sephiroth, Zakisan	1.32	1
Onen, ReaverSe, xor	1.32	1
ace201, Dr_Kakashi, kimbifille, micerang	1.32	1
ace201, HelanaAshryvr, melwen, Takis	1.32	1
ace201, Lanvin, ReaverSe	1.32	1
adis, hallmark, micerang, wump	1.32	1
aitch2, Lanvin, newsun, Sturm	1.32	1
amyy, IAMJEFF, orucsoraihc, sin_faith	1.32	1
antitelharsic, jieship, Simon, TimeHoodie	1.32	2
arv, joano580, yuto	1.32	1
arv, newsun, posij118	1.32	1
asaelr, DMoney, melwen	1.32	1
asaelr, DMoney, orucsoraihc	1.32	1
asaelr, FairyBoots, joano580, katian, kimbifille, mystus	1.32	1
asaelr, HelanaAshryvr, ReaverSe, sin_faith	1.32	1
asaelr, Kyle, torp	1.32	1
asaelr, Lanvin, MarkusKahlsen	1.32	1
avanderwalde, rkass, squidgetx	1.32	1
bjnh, dobi, kinkajusrevenge	1.32	1
bob65536, FrozenStella, ReaverSe	1.32	1
boba, HelanaAshryvr, rahsosprout	1.32	1
caña, indego, Lel0uch	1.32	1
corys, newduke, xor	1.32	1
crossproduct, macanek, nkkarpov	1.32	1
derekcheah, MarkusKahlsen, TheDaniMan, Zakisan	1.32	1
derekcheah, Nitrate2, swineherd, Zakisan	1.32	1
dobi, Fey, Kernel	1.32	1
dobi, Lanvin, robense	1.32	1
dobi, Lanvin, sin_faith	1.32	1
dobi, joaep2, kevincaseytdk1	1.32	1
doctorabi, Lel0uch, TimeHoodie	1.32	1
doctorabi, Lel0uch, pianoblook, sephiroth	1.32	1
doctorabi, frosty104, swineherd, TheDaniMan	1.32	1
doctorabi, sin_faith, TimeHoodie	1.32	1
dramos, kevincaseytdk1, mestrepoke, newduke	1.32	1
eliclax, frosty104, orucsoraihc	1.32	1
eliclax, knaphill, macanek	1.32	1
eljavi, TimeHoodie, Wittvector	1.32	1
emilyzhao, MarkusKahlsen, Pablo-	1.32	1
florrat2, IAMJEFF, James, Razvogor	1.32	1
florrat2, Libster, sjdrodge	1.32	1
frosty104, HelanaAshryvr, rachyrules	1.32	1
gideon, kappatosity, vavke	1.32	1
griff77, possum, rz	1.32	1
jack67889, Lanvin, rz	1.32	1
jieship, Libster, scharkbite, Simon	1.32	1
joelw, louietyj, nishanoire, pianoblook	1.32	1
kappatosity, maxeymo, newduke	1.32	1
katian, omegaxis, TimeHoodie	1.32	1
kimbifille, pianoblook, ゼニガメ	1.32	1
kimbifille, piper, TimeHoodie	1.32	1
kimbifille, sjdrodge, timotree	1.32	1
macanek, MarkusKahlsen, robense, Sucubis	1.32	1
micerang, mystus, Onen	1.32	1
micerang, qqqq, Sucubis	1.32	1
newduke, Nitrate, Tailz	1.32	1
nitawa, Nitrate2, TimeHoodie	1.32	1
nitawa, Nitrate2, XMIL	1.32	1
nitawa, TimeHoodie, wump	1.32	1
nkkarpov, Piplup, Sturm	1.32	1
pianoblook, plus, postmans, scharkbite	1.32	1
Dr_Kakashi, Fireheart, IAMJEFF	1.31	2
Dr_Kakashi, IAMJEFF, Valetta6789	1.31	6
florrat2, Libster, Razvogor	1.31	3
jack67889, jeff10, Lanvin	1.31	2
4head, aitch2, Lanvin, mystus	1.3	1
4head, newduke, newsun	1.3	2
Andrew_UK, NoMercy, scharkbite, sjdrodge	1.3	1
BlackFives, Dr_Kakashi, RaKXeR	1.3	1
Dr_Kakashi, Livia, scharkbite	1.3	1
Fedorov, melwen, Takis	1.3	1
HelanaAshryvr, joelw, omegaxis, TimeHoodie	1.3	1
HelanaAshryvr, kappatosity, newduke, sin_faith	1.3	1
Lanvin, macanek, MarkusKahlsen	1.3	1
Lel0uch, macanek, melwen, TimeHoodie	1.3	1
Neema, squirrel1988, TheDaniMan	1.3	1
Nitrate, scharkbite, Valetta6789	1.3	1
Razgovor, scharkbite, Yeesh	1.3	1
Razgovor, scharkbite, sjdrodge	1.3	1
ace201, rahsosprout, ReaverSe, sin_faith	1.3	1
aitch2, Lanvin, possum	1.3	1
aquarelle, Dr_Kakashi, Lanvin	1.3	1
arv, csmosley5885, maxeymo	1.3	1
asaelr, Kyle, scharkbite, Valetta6789	1.3	1
bjnh, HelanaAshryvr, Lanvin, Syrah	1.3	1
derekcheah, dobi, Lel0uch, sephiroth	1.3	1
dobi, Kyle, melwen	1.3	1
eliclax, pianoblook, rahsosprout	1.3	1
florrat2, James, micerang, Razvogor	1.3	1
florrat2, fpvandoorn, IAMJEFF, James	1.3	1
indego, Lel0uch, methmatics, Sucubis	1.3	1
indego, Lel0uch, sin_faith	1.3	1
indego, kopen, scharkbite	1.3	1
lotem, plus, will.i.am	1.3	1
pianoblook, sephiroth, swineherd	1.3	1
robense, Simon, squirrel1988	1.3	1
BlueNovember, Crux, SpaceAnemone	1.29	2
FrozenStella, GameConqueror, ReaverSe, seungapark	1.29	2
Dr_Kakashi, IAMJEFF, Kyle	1.27	2
felix, OnceUponAQuine, TheDaniMan	1.27	2
Andreasz, chrroom, percolate	1.26	2
Animex52, emilyzhao, squidgetx	1.26	6
4head, caña, frosty104	1.25	1
ADrone, asaelr, indego, Lanvin, MangoPie, Wittvector	1.25	1
Amy2, antitelharsic, aquarelle, HelanaAshryvr, jack67889, Nitrate2	1.25	1
Animex52, TheDaniMan, will.i.am	1.25	1
Animex52, aquarelle, FerKeth	1.25	1
BlueNovember, ReaverSe, squirrel1988, TheDaniMan	1.25	1
CIken, MKQ, yvi	1.25	3
Carunty, Lanvin, louietyj	1.25	1
ChristopheAF, kevincaseytdk1, robense	1.25	1
DMoney, Floriman, Valetta6789	1.25	1
DMoney, florrat2, James	1.25	1
Div, rachyrules, sin_faith	1.25	1
Dr_Kakashi, James, Valetta6789	1.25	1
Fey, hakha3, qpenguin	1.25	1
Floriman, kimbifille, RaKXeR	1.25	1
HelanaAshryvr, Lanvin, level_max	1.25	1
HelanaAshryvr, newduke, sin_faith, TheDaniMan	1.25	1
HelanaAshryvr, sin_faith, Sturm	1.25	1
Lanvin, MarkusKahlsen, Tailz	1.25	1
aitch2, joano580, omegaxis, Utopia	1.25	1
antitelharsic, methmatics, penisman	1.25	1
asaelr, HelanaAshryvr, Kyle, MarkusKahlsen	1.25	1
bcannon, maddogmarv, piper	1.25	2
bjnh, Lanvin, rahsosprout	1.25	1
darnley, kunyavskiy, nkkarpov, SergeyMelnikov	1.25	1
derekcheah, Dr_Kakashi, indego, kimbifille	1.25	1
indego, kinkajusrevenge, newduke	1.25	1
just_a_dick, Lanvin, MarkusKahlsen, MKQ	1.25	1
katian, maxupicchu, sin_faith, yagami_black	1.25	1
macanek, orucsoraihc, scharkbite	1.25	1
maddys, tulioz, wump	1.25	1
newsun, Nitrate, TheDaniMan	1.25	1
scharkbite, wump, yagami_black, yuto	1.25	2
Libster, RaKXeR, Valetta6789	1.23	4
Aluap, antitelharsic, whensepoop	1.21	2
Dr_Kakashi, IAMJEFF, RaKXeR, Valetta6789	1.2	1
Fey, Kernel, Lanvin, MarkusKahlsen	1.2	1
James, Libster, NoMercy	1.2	1
hakha3, Lanvin, rake, TimeHoodie	1.2	1
kunyavskiy, nkkarpov, SergeyMelnikov	1.2	1
4head, will.i.am, wump	1.19	1
Animex52, jack67889, nitawa, Pablo-	1.19	1
Begun, Tailz, TimeHoodie	1.19	1
BlueNovember, gwenhwyfarrr, HelanaAshryvr	1.19	1
aitch2, HelanaAshryvr, Lanvin, level_max	1.19	1
lotem, MarkusKahlsen, robense	1.19	1
sin_faith, TheDaniMan, yagami_black	1.19	1
hakha3, Lanvin, MangoPie, melwen	1.18	1
melwen, padi, scharkbite	1.18	9
Andreasz, newduke, scharkbite	1.15	1
FairyBoots, joano580, joelw	1.15	1
color vs rank, florrat2, James, Libster	1.15	1
kinkajusrevenge, Lanvin, sin_faith	1.15	1
DaBeast, newduke, yagami_black	1.14	1
anti1, anti2, antitelharsic	1.14	1
bob65536, HelanaAshryvr, Lanvin, ricardodd	1.14	1
Fireheart, James, Libster, sankala fan	1.11	1
argothiel, newduke, Nitrate	1.11	1
jack67889, Lanvin, rahsosprout	1.11	1
jack67889, knaphill, newduke, Wittvector	1.11	1
Ahming, Dr_Kakashi, IAMJEFF	1.09	1
duckmammal, IAMJEFF, Kyle	1.04	1
DaBeast, HelanaAshryvr, wshull	1.0	1
