Players	Avg eff	Num of games
Floriman, Kyle, newduke, newsun, ricardodd	1.67	1
Floriman, Libster, Valetta6789	1.67	1
Floriman, hakha3, kimbifille, MangoPie, melwen	1.67	1
Floriman, jeff10, Sucubis	1.67	1
Floriman, kimbifille, Kyle, sjdrodge	1.67	1
Floriman, newduke, plus, Valetta6789	1.67	1
HelanaAshryvr, MarkusKahlsen, melwen	1.67	6
HelanaAshryvr, Onen, Wittvector	1.67	1
HelanaAshryvr, ReaverSe, scharkbite, TheDaniMan	1.67	1
HelanaAshryvr, jack67889, Lanvin, MarkusKahlsen, will.i.am	1.67	1
HelanaAshryvr, kooolant, MarkusKahlsen, TimeHoodie	1.67	1
HelanaAshryvr, kooolant, Romain672	1.67	1
HelanaAshryvr, kooolant, micerang, TimeHoodie, will.i.am	1.67	1
HelanaAshryvr, newduke, PMP	1.67	1
HelanaAshryvr, newduke, ReaverSe, sinuni_hung, yagami_black	1.67	1
HelanaAshryvr, newduke, scharkbite, TheDaniMan	1.67	1
HelanaAshryvr, omegaxis, pianoblook, TimeHoodie	1.67	1
IAMJEFF, James, scharkbite, timotree	1.67	1
IAMJEFF, Lel0uch, MarkusKahlsen, melwen	1.67	1
IAMJEFF, kimbifille, pianoblook, piper	1.67	1
James, jeep, sankala, scharkbite	1.67	1
James, kopen, Livia, nmego	1.67	1
James, melwen, Nitrate2, padi, TheDaniMan	1.67	1
James, pianoblook, plus, timotree	1.67	1
Kyle, Lanvin, Lel0uch, sephiroth, VerySloppyTwo	1.67	1
Kyle, NoAnni, plus, scharkbite, TimeHoodie, Valetta6789	1.67	1
Kyle, Onen, wshull	1.67	1
Kyle, newduke, scharkbite	1.67	1
Kyle, pianoblook, sephiroth	1.67	1
Lalicorne57, maxupicchu, wshull	1.67	1
Lanvin, Lel0uch, MarkusKahlsen, melwen	1.67	1
Lanvin, Sturm, TimeHoodie	1.67	1
Lanvin, melwen, robense, superbipbip, Wittvector	1.67	1
Lanvin, newduke, rahsosprout, ReaverSe	1.67	1
Lanvin, squirrel1988, VerySloppyTwo, Wittvector	1.67	1
Lel0uch, MarkusKahlsen, melwen	1.67	1
Lel0uch, melwen, Ntalakas, ntinta	1.67	1
Lel0uch, melwen, Sucubis	1.67	1
Lel0uch, melwen, TimeHoodie, will.i.am	1.67	1
Lel0uch, melwen, sjdrodge	1.67	1
Libster, NoMercy, postmans, SeldeGuérande	1.67	1
Libster, RaKXeR, Razvogor	1.67	1
Libster, micerang, Valetta6789	1.67	1
MalachiteMoa, newduke, Tailz	1.67	1
MangoPie, ricardodd, robense	1.67	1
MarkusKahlsen, newduke, TheDaniMan	1.67	1
MarkusKahlsen, newsun, Onen	1.67	1
MarkusKahlsen, plus, sephiroth	1.67	1
MarkusKahlsen, robense, Thiercy	1.67	1
MarkusKahlsen, sephiroth, swineherd, will.i.am	1.67	1
MasN, Nitrate2, pianoblook, piper, plus	1.67	1
Nitrate2, Pablo-, Sucubis, XMIL	1.67	1
ReaverSe, sinuni_hung, Sucubis	1.67	1
ReaverSe, sinuni_hung, TimeHoodie	1.67	2
ace201, Aluap, jaypeg, kevincaseytdk1, yuto	1.67	1
ace201, Dr_Kakashi, joelw, newduke	1.67	1
ace201, Dr_Kakashi, newduke	1.67	1
ace201, Floriman, Onen, ReaverSe	1.67	1
ace201, HelanaAshryvr, orucsoraihc	1.67	1
ace201, Lel0uch, newduke, ReaverSe	1.67	1
ace201, ReaverSe, yuto	1.67	1
ace201, aitch2, HelanaAshryvr, MarkusKahlsen	1.67	1
ace201, aitch2, HelanaAshryvr, newduke, ReaverSe	1.67	1
ace201, asaelr, derekcheah	1.67	1
ace201, avanderwalde, rkass, voss	1.67	1
ace201, bjnh, qqqq	1.67	1
ace201, caña, joelw	1.67	1
ace201, caña, kimbifille, piper	1.67	1
ace201, dancherp, IsabeltheCat, possum, ReaverSe	1.67	1
ace201, derekcheah, frosty104, MarkusKahlsen, TheDaniMan	1.67	1
ace201, eliclax, joelw, rahsosprout	1.67	1
ace201, joano580, Onen, ReaverSe, sinuni_hung	1.67	1
ace201, joelw, macanek	1.67	1
ace201, kappatosity, louietyj, narabio, ReaverSe	1.67	1
ace201, newduke, ReaverSe	1.67	1
ace201, newduke, newsun, TheDaniMan	1.67	1
ace201, pianoblook, piper, sjdrodge	1.67	1
aitch2, ChristopheAF, kimbifille	1.67	1
aitch2, HelanaAshryvr, Kyle, MarkusKahlsen	1.67	1
aitch2, HelanaAshryvr, Pablo-, Sturm	1.67	1
aitch2, Kyle, nkkarpov	1.67	1
aitch2, arv, Kyle, TimeHoodie	1.67	1
aitch2, frosty104, Lanvin, Lel0uch	1.67	1
aitch2, narabio, ReaverSe	1.67	1
aitch2, rahsosprout, yuto	1.67	1
amattias, Andreasz, chrroom, joano580	1.67	1
antitelharsic, aquarelle, XMIL	1.67	1
antitelharsic, derekcheah, newduke, yagami_black	1.67	1
antitelharsic, jack67889, Lanvin, nitawa, Pablo-	1.67	1
antitelharsic, nitawa, Pablo-, VerySloppyTwo	1.67	1
aquarelle, boba, doctorabi, HelanaAshryvr, Lel0uch	1.67	1
argothiel, ReaverSe, reychen	1.67	1
argothiel, newduke, wshull	1.67	1
arv, Dr_Kakashi, newduke, TheDaniMan	1.67	1
arv, HelanaAshryvr, SieveHoodie, timotree	1.67	1
arv, ReaverSe, sinuni_hung	1.67	1
arv, dobi, HelanaAshryvr, IAMJEFF, sin_faith	1.67	1
arv, elamate90, frosty104, maxdinechin	1.67	1
arv, frosty104, ReaverSe, sinuni_hung, Tailz	1.67	1
arv, newduke, ReaverSe, scharkbite	1.67	1
asaelr, ChristopheAF, Fey, Lanvin, notANewPlayer	1.67	1
asaelr, ChristopheAF, katian, swineherd	1.67	1
asaelr, ChristopheAF, newduke	1.67	1
asaelr, Dr_Kakashi, IAMJEFF, piper, Valetta6789	1.67	1
asaelr, Dr_Kakashi, invarse	1.67	1
asaelr, Feer, Fireheart, IAMJEFF, James	1.67	1
asaelr, Fireheart, Floriman, scharkbite, Valetta6789	1.67	1
asaelr, Fireheart, IAMJEFF, Livia, Sucubis	1.67	1
asaelr, Floriman, MarkusKahlsen, melwen, Tiramisu1th	1.67	1
asaelr, Floriman, Pablo-, swineherd	1.67	1
asaelr, Floriman, RaKXeR, Valetta6789	1.67	1
asaelr, Floriman, hanabornoob, scharkbite	1.67	1
asaelr, Floriman, honzas, Livia, Valetta6789	1.67	1
asaelr, Kyle, newduke, newsun	1.67	1
asaelr, Kyle, scharkbite, will.i.am	1.67	1
asaelr, Libster, TheDaniMan	1.67	1
asaelr, doctorabi, frosty104, Lel0uch	1.67	1
asaelr, duckmammal, Fey	1.67	1
asaelr, efaust, Fireheart, kopen, sjdrodge, Valetta6789	1.67	1
asaelr, jack67889, Lanvin	1.67	1
asaelr, jack67889, Pablo-, TimeHoodie	1.67	1
asaelr, kimbifille, Kyle, Lanvin, MarkusKahlsen	1.67	1
asaelr, melwen, Pablo-	1.67	1
asaelr, melwen, TimeHoodie	1.67	1
avanderwalde, BlueNovember, Nitrate, rkass, TimeHoodie	1.67	1
avanderwalde, Bonja97, Kyle, Sucubis	1.67	1
avanderwalde, DarthGandalf, rkass	1.67	1
avanderwalde, JerryYang, kimbifille, pianoblook, TimeHoodie	1.67	1
avanderwalde, Kyle, mattnabi, melwen, rkass, timotree	1.67	2
avanderwalde, Kyle, melwen	1.67	1
avanderwalde, MangoPie, ricardodd, rkass	1.67	1
avanderwalde, boba, HelanaAshryvr, kimbifille, pianoblook	1.67	1
avanderwalde, derekcheah, melwen, TheDaniMan	1.67	1
avanderwalde, kevincaseytdk1, kimbifille, rkass	1.67	1
avanderwalde, kimbifille, piper	1.67	1
avanderwalde, melwen, rkass	1.67	1
avanderwalde, rkass, TimeHoodie	1.67	5
awe, Dr_Kakashi, James, micerang, scharkbite	1.67	1
bjnh, FrozenStella, joelw, ReaverSe, seungapark	1.67	1
bjnh, HelanaAshryvr, IsabeltheCat, Lanvin, squirrel1988	1.67	1
bjnh, derekcheah, Lanvin, MangoPie, timotree	1.67	1
bjnh, newduke, ricardodd	1.67	1
catula, jack67889, Lanvin	1.67	1
catula, jack67889, Lanvin, VerySloppyTwo	1.67	1
catula, jack67889, nitawa, Nitrate2, Sucubis	1.67	1
catula, nitawa, Nitrate2, Sucubis	1.67	1
caña, GameConqueror, kappatosity, ReaverSe	1.67	1
caña, ReaverSe, TheDaniMan	1.67	1
caña, jack67889, omegaxis, Onen	1.67	1
caña, kevincaseytdk1, rz	1.67	1
colton, Lanvin, sephiroth	1.67	1
colton, dobi, eljavi	1.67	1
colton, dobi, frosty104, Lanvin	1.67	1
crossproduct, Dr_Kakashi, Floriman, joelwool, pianoblook	1.67	1
dcu4life, efaust, sjdrodge, wjomlex	1.67	1
derekcheah, DMoney, swineherd, TheDaniMan, TimeHoodie	1.67	1
derekcheah, Fey, TheDaniMan	1.67	1
derekcheah, Fireheart, Floriman, kimbifille	1.67	1
derekcheah, Floriman, jack67889, Kyle, melwen	1.67	1
derekcheah, HelanaAshryvr, MarkusKahlsen, TheDaniMan	1.67	1
derekcheah, HelanaAshryvr, kimbifille, Lanvin	1.67	1
derekcheah, Kyle, micerang	1.67	1
derekcheah, Lanvin, Lel0uch, MarkusKahlsen	1.67	1
derekcheah, Lanvin, MarkusKahlsen, TimeHoodie	1.67	1
derekcheah, Lel0uch, melwen, squirrel1988	1.67	1
derekcheah, MarkusKahlsen, postmans, ricardodd, sephiroth	1.67	1
derekcheah, Onen, pianoblook, piper, scharkbite	1.67	1
derekcheah, dobi, Lanvin, melwen, TimeHoodie	1.67	1
derekcheah, dobi, Lanvin, rahsosprout	1.67	1
derekcheah, dobi, indego, Lel0uch, sin_faith	1.67	1
derekcheah, doctorabi, Onen, sephiroth	1.67	1
derekcheah, doctorabi, frosty104, sin_faith	1.67	1
derekcheah, hakha3, Lanvin, sephiroth, swineherd	1.67	1
derekcheah, indego, Lel0uch, TheDaniMan	1.67	1
derekcheah, indego, Lel0uch, melwen, scharkbite	1.67	1
derekcheah, kevincaseytdk1, MarkusKahlsen, TheDaniMan	1.67	1
derekcheah, melwen, scharkbite, swineherd	1.67	1
derekcheah, newduke, TheDaniMan	1.67	1
derekcheah, newsun, TheDaniMan	1.67	1
derekcheah, sephiroth, TheDaniMan	1.67	1
dobi, Doge, Lanvin, MarkusKahlsen	1.67	1
dobi, HelanaAshryvr, jack67889, Lel0uch, Pablo-	1.67	1
dobi, IAMJEFF, joano580, micerang, newduke	1.67	1
dobi, eliclax, Lanvin, MangoPie	1.67	1
dobi, frosty104, Lel0uch	1.67	1
dobi, frosty104, Lel0uch, MangoPie, melwen	1.67	1
dobi, frosty104, newduke, sephiroth	1.67	1
dobi, hakha3, MarkusKahlsen	1.67	1
dobi, jeff10, Kyle, Lanvin, MarkusKahlsen	1.67	1
dobi, nkkarpov, scharkbite, timotree	1.67	1
doctorabi, Fey, Lel0uch, rz, Wittvector	1.67	1
doctorabi, Kyle, rz, sin_faith, vEnhance	1.67	1
doctorabi, ejwu, frosty104, rz	1.67	1
doctorabi, frosty104, jack67889, Pablo-, scharkbite, Wittvector	1.67	1
doctorabi, kodomazer, sjdrodge	1.67	1
doeo, lilyxy, TheDaniMan, yagami_black	1.67	1
dramos, mestrepoke, newsun, Onen	1.67	1
duckington, indego, JerryYang, kevincaseytdk1, nwajfromoz	1.67	1
duckless, melwen, rz	1.67	1
efaust, IAMJEFF, James, Libster, Razvogor, sjdrodge	1.67	1
efaust, James, scharkbite, sjdrodge, wjomlex	1.67	1
efaust, fuckthiswebsite, kemurphy, micerang, sjdrodge	1.67	1
efaust, isuckatthisgame, joelwool, paulcd2000, sjdrodge	1.67	1
eliclax, HelanaAshryvr, RaKXeR, yuto	1.67	1
eliclax, Lanvin, Pablo-, sin_faith	1.67	1
eliclax, Lanvin, rahsosprout	1.67	1
eliclax, MarkusKahlsen, maxeymo	1.67	1
eliclax, MarkusKahlsen, pianoblook	1.67	1
eliclax, griff77, rahsosprout	1.67	1
eliclax, nitawa, Nitrate2, Pablo-, Sucubis	1.67	1
emilyzhao, Pablo-, TheDaniMan	1.67	1
florrat2, Hyakinthus, James	1.67	1
florrat2, James, Libster, NoMercy, WeNeedToKnow	1.67	1
florrat2, James, Razvogor	1.67	1
florrat2, Libster, NoMercy, Razvogor	1.67	1
florrat2, kimbifille, Libster, pianoblook, piper, sjdrodge	1.67	1
florrat2, pianoblook, sjdrodge, timotree	1.67	1
frosty104, Kyle, MarkusKahlsen, TimeHoodie, will.i.am	1.67	1
frosty104, Lanvin, MKQ, pianoblook, Tailz	1.67	1
frosty104, Lel0uch, ricardodd, swineherd, TimeHoodie	1.67	1
frosty104, MarkusKahlsen, TheDaniMan	1.67	1
frosty104, ReaverSe, sinuni_hung	1.67	1
frosty104, indego, katian, melwen, qqqq	1.67	1
frosty104, newduke, newsun	1.67	1
girl_macaroni, i_am_the_pizza, msmith286, piper, zipzap	1.67	1
griff77, macanek, wump	1.67	1
hakha3, Lanvin, VerySloppyTwo	1.67	1
hakha3, Lanvin, robense	1.67	1
hakha3, Lel0uch, melwen, swineherd	1.67	1
honzas, micerang, salonka, scharkbite	1.67	1
indego, James, Kyle, melwen, Nitrate	1.67	1
indego, Kyle, Lanvin, MarkusKahlsen, Wittvector	1.67	1
indego, Lanvin, Lel0uch, melwen, squirrel1988	1.67	1
indego, Lel0uch, MarkusKahlsen	1.67	1
indego, Lel0uch, Wittvector	1.67	1
indego, Lel0uch, melwen, scharkbite, sin_faith	1.67	1
indego, Lel0uch, pianoblook, sin_faith	1.67	1
indego, Lel0uch, squirrel1988, timotree	1.67	1
indego, jack67889, MangoPie, melwen, Sucubis	1.67	1
indego, jack67889, kevincaseytdk1, Lanvin, rahsosprout	1.67	1
indego, newduke, ReaverSe, TheDaniMan	1.67	1
indego, newduke, ゼニガメ, 鬼	1.67	1
indego, nitawa, Pablo-	1.67	1
jack67889, Kyle, timotree, Wittvector, XMIL	1.67	1
jack67889, Lanvin, MarkusKahlsen, Wittvector	1.67	1
jack67889, Nitrate2, Pablo-, sephiroth, VerySloppyTwo	1.67	1
jack67889, Pablo-, TimeHoodie	1.67	1
jack67889, nitawa, Nitrate2, Pablo-, Sucubis	1.67	1
jeep, Romain672, Valetta6789	1.67	1
jeff10, Onen, TheDaniMan	1.67	1
jeff10, robense, sephiroth, VerySloppyTwo	1.67	1
joano580, newduke, Onen, scharkbite	1.67	1
joano580, pianoblook, Sturm	1.67	1
joelw, lotem, wump	1.67	1
joelw, nkkarpov, ゼニガメ	1.67	1
joelw, sjdrodge, Varius, wshull, yagami_black	1.67	1
joelwool, lotem, sephiroth	1.67	1
kacasey4, nishanoire, TimeHoodie, wshull	1.67	1
katian, Kyle, yuto	1.67	1
kevincaseytdk1, Kyle, Lanvin, Onen	1.67	1
kevincaseytdk1, newduke, ReaverSe	1.67	1
kimbifille, Kyle, Lanvin	1.67	1
kimbifille, Kyle, piper	1.67	1
kimbifille, Kyle, scharkbite	1.67	1
kimbifille, Lanvin, MarkusKahlsen	1.67	1
kimbifille, Lanvin, micerang	1.67	1
kimbifille, pianoblook, ReaverSe	1.67	1
kooolant, melwen, scharkbite, Smandon	1.67	1
kopen, Lanvin, Lel0uch, swineherd, VerySloppyTwo	1.67	1
lucasmayer, newduke, Onen	1.67	1
maxeymo, newduke, scharkbite, TheDaniMan	1.67	1
melwen, Nitrate2, Pablo-, XMIL	1.67	1
micerang, plus, robense	1.67	1
newduke, ReaverSe, wshull	1.67	1
newduke, newsun, nkkarpov, ReaverSe, Sturm	1.67	1
newsun, Onen, ReaverSe	1.67	2
nitawa, sephiroth, Sucubis, VerySloppyTwo	1.67	1
orucsoraihc, pianoblook, piper, sjdrodge	1.67	1
pianoblook, postmans, rachyrules, sephiroth, will.i.am	1.67	1
rs1, sephiroth, TheDaniMan, Zakisan	1.67	2
sephiroth, Sucubis, TimeHoodie	1.67	1
Dr_Kakashi, kimbifille, piper, TimeHoodie	1.66	4
Floriman, Kyle, plus	1.66	2
asaelr, bjnh, Lanvin	1.66	2
avanderwalde, JerryYang, kevincaseytdk1, rkass	1.65	6
Nitrate2, Pablo-, Sucubis	1.64	6
jack67889, Lanvin, MarkusKahlsen	1.64	4
ChristopheAF, IAMJEFF, Lanvin	1.63	2
Fey, Lel0uch, MarkusKahlsen	1.63	2
Fireheart, IAMJEFF, Jake_Stiles	1.63	2
Kyle, MarkusKahlsen, TimeHoodie	1.63	2
Kyle, plus, TimeHoodie	1.63	2
derekcheah, Lanvin, robense	1.63	2
eliclax, newduke, rahsosprout	1.63	2
eliclax, nitawa, Sucubis	1.63	3
ChristopheAF, eliclax, Lanvin	1.62	1
Fireheart, IAMJEFF, Romain672, wortel	1.62	2
HelanaAshryvr, kooolant, omegaxis	1.62	1
MarkusKahlsen, ReaverSe, sinuni_hung	1.62	5
MarkusKahlsen, plus, scharkbite, TheDaniMan	1.62	2
ace201, joelw, kacasey1	1.62	1
amattias, Andreasz, chrroom	1.62	6
dobi, Lanvin, MarkusKahlsen	1.62	3
doon, MarkusKahlsen, RavenGr, Sturm	1.62	3
frosty104, katian, melwen, Wittvector	1.62	1
frosty104, newduke, newsun, Sturm	1.62	2
nitawa, Nitrate2, Pablo-	1.62	4
nitawa, Nitrate2, Pablo-, XMIL	1.62	3
A_Tibbical_Day, acpaige, thejazzagent, voss	1.61	4
BlueNovember, Nitrate, Pantheia	1.61	1
BlueNovember, Nitrate, pianoblook, Simon	1.61	2
BlueNovember, gwenhwyfarrr, SpaceAnemone	1.61	1
Bot-Fiora, caña, griff77	1.61	1
DaBeast, kappatosity, newduke	1.61	2
Dr_Kakashi, pianoblook, piper	1.61	1
FairyBoots, joelw, katian, Neema	1.61	2
HelanaAshryvr, ReaverSe, sinuni_hung	1.61	2
HelanaAshryvr, omegaxis, TimeHoodie	1.61	4
IAMJEFF, Kyle, micerang	1.61	2
Lanvin, MangoPie, TheDaniMan	1.61	2
amattias, Andreasz, chrroom, joano580, percolate	1.61	2
arv, asaelr, newduke	1.61	1
avanderwalde, kevincaseytdk1, melwen, rkass	1.61	1
bjnh, caña, griff77	1.61	1
kappatosity, newduke, scharkbite	1.61	2
newsun, ReaverSe, sinuni_hung	1.61	1
nitawa, Nitrate2, Pablo-, Sucubis	1.61	5
LEMONKX, ReaverSe, sinuni_hung	1.6	3
archi42, CIken, McPhisto2051, MKQ, yvi	1.6	4
indego, Lel0uch, TheDaniMan	1.6	7
indego, Lel0uch, melwen	1.6	3
kimbifille, pianoblook, piper	1.6	80
omegaxis, ReaverSe, sinuni_hung	1.6	3
HelanaAshryvr, MarkusKahlsen, Pablo-	1.59	2
asaelr, Dr_Kakashi, Floriman, kimbifille	1.59	2
efaust, fuckthiswebsite, kemurphy, paulcd2000, sjdrodge	1.59	3
4head, ReaverSe, sinuni_hung	1.58	1
4head, orucsoraihc, Sturm	1.58	1
54321, newduke, ReaverSe, reychen, yagami_black	1.58	1
910dan, Cory, invarse, James, postmans	1.58	1
910dan, florrat2, Libster, NotRaKXeR, sankala	1.58	1
ADrone, ChristopheAF, Kyle, MangoPie, MarkusKahlsen	1.58	1
BlueNovember, HelanaAshryvr, Hoodie, melwen, omegaxis	1.58	1
BlueNovember, HelanaAshryvr, Nitrate, Pantheia, TimeHoodie	1.58	1
Bot-Fiora, IAMJEFF, joano580, sin_faith, Tailz	1.58	1
Bot-Fiora, micerang, newduke, rahsosprout	1.58	1
ChristopheAF, HelanaAshryvr, Kyle, Lanvin, micerang	1.58	1
CptAggro, efaust, fuckthiswebsite, sjdrodge	1.58	1
DMoney, Dr_Kakashi, kimbifille, Livia, Valetta6789	1.58	1
DMoney, gsymon, joelw, scharkbite, yagami_black	1.58	1
DMoney, honzas, newduke, Pablo-, TheDaniMan	1.58	1
DMoney, micerang, scharkbite	1.58	1
DaBeast, dobi, IAMJEFF, newduke, sin_faith	1.58	1
DaBeast, kacasey4, newduke, newsun, ReaverSe	1.58	1
DarthGandalf, hakha3, Lel0uch, micerang, omegaxis	1.58	1
DarthGandalf, possum, robense	1.58	1
Denchulitas, narabio, possum, sephiroth, Spieler42	1.58	1
Dr_Kakashi, Fireheart, James, micerang, scharkbite	1.58	1
Dr_Kakashi, Floriman, IAMJEFF, kimbifille, RaKXeR	1.58	1
Dr_Kakashi, Floriman, kimbifille, Pablo-, timotree	1.58	1
Dr_Kakashi, Floriman, kopen	1.58	1
Dr_Kakashi, Floriman, sephiroth	1.58	1
Dr_Kakashi, HelanaAshryvr, MarkusKahlsen, melwen, Romain672	1.58	1
Dr_Kakashi, IAMJEFF, Lel0uch	1.58	3
Dr_Kakashi, IAMJEFF, kimbifille, Lanvin	1.58	1
Feer, Livia, scharkbite	1.58	2
Fey, Lel0uch, MarkusKahlsen, Sucubis	1.58	1
Fey, hakha3, MarkusKahlsen, sin_faith, Sucubis	1.58	1
Fireheart, florrat2, Libster, micerang, Razvogor	1.58	1
Fireheart, florrat2, RaKXeR	1.58	1
FrozenStella, ReaverSe, sinuni_hung	1.58	49
HelanaAshryvr, Kyle, MarkusKahlsen, melwen, wump	1.58	1
HelanaAshryvr, Lanvin, MangoPie, melwen, TimeHoodie	1.58	1
Hoodie, Kyle, melwen	1.58	1
IsabeltheCat, joelw, newduke	1.58	1
James, scharkbite, Swifter	1.58	1
Lel0uch, Pablo-, sephiroth, Sucubis, Wittvector	1.58	1
Lel0uch, robense, sephiroth, Zakisan	1.58	1
Libster, Livia, postmans, Romain672, scharkbite	1.58	1
MangoPie, Wittvector, wump	1.58	1
ReaverSe, scharkbite, Simon, squirrel1988, yagami_black	1.58	1
ReaverSe, sinuni_hung, yuto	1.58	2
SieveHoodie, sjdrodge, timotree	1.58	2
ace201, BlueNovember, Nitrate, qqqq, scharkbite	1.58	1
ace201, DMoney, Dr_Kakashi, newsun, Tailz	1.58	1
ace201, aitch2, joelw, voss, yuto	1.58	1
ace201, kacasey1, Kyle, orucsoraihc, TimeHoodie	1.58	1
ace201, macanek, newduke	1.58	1
aitch2, frosty104, Lanvin, Nitrate2, TimeHoodie	1.58	1
aitch2, newduke, newsun	1.58	1
anser, Fireheart, Kyle, Maiorskills, Ptheven, scharkbite	1.58	1
antitelharsic, bjnh, Fey	1.58	1
antitelharsic, bjnh, derekcheah, Lanvin, Lel0uch, melwen	1.58	1
antitelharsic, boba, Lel0uch	1.58	1
archi42, CIken, MKQ, yvi	1.58	4
arv, jeff10, ReaverSe, squirrel1988, TheDaniMan	1.58	1
asaelr, ChristopheAF, IAMJEFF, Lanvin	1.58	1
asaelr, FairyBoots, joano580, kimbifille	1.58	1
asaelr, Kyle, newduke, ReaverSe, Tailz	1.58	1
asaelr, Lel0uch, rachyrules, swineherd, voss	1.58	1
asaelr, eliclax, HelanaAshryvr, kooolant, melwen	1.58	1
asaelr, jack67889, sephiroth	1.58	1
asaelr, sephiroth, TimeHoodie, timotree, will.i.am	1.58	1
avanderwalde, emilyzhao, JerryYang, melwen, TimeHoodie	1.58	1
avanderwalde, rkass, unglitchme	1.58	1
bjnh, ChristopheAF, MarkusKahlsen, rz, squirrel1988	1.58	1
bjnh, ChristopheAF, dobi, Lanvin, MangoPie	1.58	1
bjnh, HelanaAshryvr, James, melwen, micerang	1.58	1
bjnh, HelanaAshryvr, Lanvin, melwen, ReaverSe	1.58	1
bjnh, dancherp, mystus, rahsosprout, Wittvector	1.58	1
bjnh, derekcheah, dobi, Lanvin, Wittvector	1.58	1
boba, doctorabi, frosty104, jack67889, Lel0uch	1.58	1
boba, hakha3, Lanvin, Lel0uch, VerySloppyTwo	1.58	1
bradz, Cory, James, Libster, NoMercy	1.58	1
caña, ReaverSe, sinuni_hung	1.58	1
caña, newduke, rahsosprout	1.58	1
colton, Fey, ricardodd, sephiroth	1.58	1
dancherp, indego, kevincaseytdk1, newduke, ydarb98	1.58	1
darnley, nkkarpov, Petr	1.58	1
derekcheah, Lel0uch, melwen, Nitrate, wump	1.58	1
derekcheah, dobi, kevincaseytdk1, Lel0uch, newduke	1.58	1
derekcheah, frosty104, kevincaseytdk1, Kyle	1.58	1
derekcheah, hakha3, kopen, Lel0uch, melwen	1.58	1
derekcheah, newduke, scharkbite	1.58	1
dobi, Fey, HelanaAshryvr, MangoPie, Wittvector	1.58	1
dobi, indego, kimbifille, MangoPie, Wittvector	1.58	1
dobi, jack67889, Lanvin, newsun, VerySloppyTwo	1.58	1
dobi, narabio, possum, ReaverSe, yuto	1.58	1
efaust, Fireheart, kopen, Razvogor, sjdrodge	1.58	1
efaust, fuckthiswebsite, micerang, paulcd2000, wjomlex	1.58	1
efaust, paulcd2000, sjdrodge	1.58	3
florrat2, Jake_Stiles, Libster, NoMercy, Razvogor	1.58	1
florrat2, James, Libster, NoMercy, Razgovor	1.58	2
florrat2, James, Libster, micerang, Razvogor, scharkbite	1.58	1
florrat2, Libster, PtitMax, RaKXeR, sankala	1.58	1
florrat2, Libster, Swifter	1.58	1
frosty104, jeff10, Lel0uch, orucsoraihc, Sucubis	1.58	1
indego, Lanvin, MangoPie, melwen, rz	1.58	1
jack67889, Lanvin, MarkusKahlsen, TheDaniMan	1.58	1
jack67889, nitawa, Sucubis, TimeHoodie	1.58	1
macanek, newsun, nkkarpov	1.58	1
newduke, Sturm, TheDaniMan	1.58	3
newduke, newsun, ReaverSe, TheDaniMan	1.58	1
nitawa, Pablo-, Sucubis	1.58	18
nitawa, Pablo-, XMIL	1.58	1
rz, sephiroth, VerySloppyTwo, Wittvector	1.58	1
Dr_Kakashi, kimbifille, pianoblook	1.57	2
IAMJEFF, kimbifille, piper	1.57	2
Kyle, Lanvin, Valetta6789	1.57	2
ReaverSe, robense, sinuni_hung	1.57	2
avanderwalde, JerryYang, kimbifille, rkass	1.57	2
derekcheah, Lanvin, Lel0uch	1.57	3
frosty104, indego, Lel0uch	1.57	2
jack67889, Lanvin, VerySloppyTwo	1.57	2
macanek, MarkusKahlsen, TimeHoodie	1.57	2
newduke, ReaverSe, TheDaniMan	1.57	2
nitawa, Nitrate2, Sucubis	1.57	5
4head, ADrone, kacasey1	1.56	1
4head, Amy2, caña, TheDaniMan	1.56	1
4head, MangoPie, rachyrules, Sucubis	1.56	1
4head, Nitrate, rahsosprout	1.56	1
4head, arv, TheDaniMan	1.56	1
4head, arv, frosty104	1.56	1
4head, arv, joano580	1.56	1
4head, gideon, scharkbite, Sturm	1.56	1
4head, newsun, TheDaniMan	1.56	1
54321, James, MarkusKahlsen, ReaverSe	1.56	1
54321, ReaverSe, scharkbite, TheDaniMan	1.56	1
54321, ReaverSe, yagami_black	1.56	1
54321, derekcheah, James, pianoblook	1.56	1
ADrone, DMoney, sinuni_hung	1.56	1
ADrone, DMoney, wump	1.56	1
ADrone, Nitrate2, robense	1.56	1
ADrone, dobi, TimeHoodie	1.56	1
ADrone, hello12345, joelw, newduke	1.56	1
ADrone, kimbifille, sjdrodge	1.56	1
Ahming, James, newsun, Valetta6789	1.56	1
Alkaven5, frosty104, Lel0uch	1.56	1
Aluap, Pablo-, XMIL	1.56	1
Aluap, antitelharsic, TheDaniMan	1.56	1
Aluap, antitelharsic, kirstar, lucasmayer	1.56	1
Aluap, nitawa, Sucubis	1.56	1
Amy2, bjnh, Lanvin, Nitrate2	1.56	1
Amy2, jack67889, nitawa	1.56	1
Andreasz, Bot-Fiora, ksfortson	1.56	1
Andrew_UK, asaelr, Pablo-, sephiroth	1.56	1
Andrew_UK, florrat2, Libster, RaKXeR	1.56	1
Animex52, catula, jack67889, nitawa, Pablo-, Sucubis	1.56	1
BlueNovember, DaBeast, HelanaAshryvr	1.56	1
BlueNovember, DaBeast, kappatosity, mystus	1.56	1
BlueNovember, HelanaAshryvr, Nitrate, omegaxis	1.56	1
